anchor_cat,positive_cat,negative_cat
n03424325,n03255030,n02930766
n03187595,n04074963,n03345487
n04380533,n02398521,n02226429
n02236044,n02226429,n03661043
n01768244,n02206856,n01855672
n03787032,n02134418,n04554684
n02128757,n01496331,n07613480
n01950731,n02808304,n02100735
n01491361,n01693334,n04435653
n04376876,n02206856,n03249569
n02018795,n04141076,n04417672
n02090721,n01871265,n03216828
n02454379,n04370456,n02895154
n01688243,n01751748,n02823750
n02687172,n02730930,n02389026
n01751748,n02391049,n15075141
n03877472,n03445924,n03291819
n04332243,n09229709,n02480495
n07871810,n04044716,n01828970
n02095570,n01877812,n04325704
n09421951,n03976657,n02114367
n01580077,n02317335,n04486054
n03344393,n04579432,n03218198
n01682714,n03595614,n03207743
n01872401,n01984695,n09428293
n02951585,n04548362,n02090622
n01675722,n01843065,n02666196
n02105505,n02321529,n02979186
n02093754,n02403003,n04604644
n02494079,n06596364,n02808440
n04065272,n03666591,n02096051
n02006656,n10565667,n04423845
n03874293,n04612504,n01601694
n07768694,n03944341,n03216828
n02397096,n01945685,n04296562
n12768682,n03837869,n03485407
n01601694,n03325584,n04118538
n03796401,n02105505,n02606052
n04356056,n12768682,n04332243
n11879895,n07892512,n02790996
n02091032,n03218198,n03956157
n02437616,n03866082,n02012849
n04258138,n02137549,n02486261
n03444034,n04273569,n04493381
n04542943,n03874599,n02870880
n04554684,n02487347,n01843065
n02007558,n04039381,n06359193
n04209239,n07871810,n03976657
n03459775,n07693725,n03297495
n03535780,n04099969,n03529860
n02795169,n12144580,n02086240
n04019541,n02091831,n03770679
n03602883,n09256479,n03485407
n03445777,n07718747,n01675722
n01735189,n09256479,n11939491
n01806567,n03124043,n09428293
n03478589,n07831146,n03709823
n02028035,n03047690,n01601694
n02443484,n04099969,n03938244
n03838899,n03868863,n03775071
n03450230,n03868242,n01872401
n03895866,n02017213,n02870880
n02229544,n04141975,n03000134
n02111277,n01498041,n04049303
n02051845,n02086240,n03877845
n01744401,n02510455,n03207743
n02087046,n02123045,n02791124
n03777568,n07590611,n03729826
n04254777,n07697537,n01820546
n02113624,n04371430,n02823750
n04311174,n01644373,n02229544
n02133161,n04044716,n03775546
n01784675,n09229709,n02097047
n02480855,n03404251,n01924916
n01872401,n02110063,n01558993
n03249569,n03372029,n04356056
n02279972,n02088466,n03483316
n04409515,n01496331,n09468604
n02870880,n02787622,n02107312
n01737021,n02486410,n03494278
n04476259,n03721384,n01580077
n01534433,n03109150,n04326547
n01484850,n01950731,n03759954
n04487081,n12144580,n02804610
n03041632,n02992529,n03388549
n04371774,n03908618,n03485794
n07248320,n02974003,n04370456
n03633091,n04099969,n03032252
n02403003,n02106662,n02444819
n03788195,n07718472,n02017213
n02777292,n02481823,n01531178
n03544143,n09229709,n04347754
n02098105,n02264363,n03032252
n04612504,n02966193,n09332890
n01698640,n02128385,n02606052
n01675722,n02108422,n04067472
n07711569,n01833805,n02883205
n02114367,n02840245,n03670208
n03595614,n01665541,n09468604
n03388549,n04204238,n03793489
n02110958,n03400231,n04347754
n03482405,n02536864,n15075141
n02437312,n02892767,n03109150
n03045698,n04462240,n01797886
n02870880,n02802426,n03782006
n03887697,n03627232,n02105641
n02229544,n04146614,n02099429
n01828970,n02091244,n02229544
n04081281,n01873310,n01616318
n02441942,n07718472,n04562935
n02892201,n02091032,n04118538
n03085013,n03131574,n02114548
n04266014,n02006656,n02105251
n01558993,n02747177,n03627232
n03837869,n03445924,n03877845
n11879895,n07718472,n02098286
n02231487,n01728920,n01558993
n03924679,n02795169,n02108422
n01774750,n01944390,n09332890
n02526121,n02111889,n04162706
n02788148,n02396427,n02012849
n01773797,n01622779,n01797886
n01829413,n02441942,n02840245
n04239074,n04005630,n04456115
n03272562,n03032252,n01675722
n01494475,n01739381,n03733805
n03124170,n01984695,n03207941
n01773797,n01755581,n03661043
n02089867,n04200800,n04525305
n04597913,n01914609,n02493793
n04019541,n02487347,n02028035
n01622779,n02487347,n02094433
n03788365,n01697457,n02097298
n04525038,n01644900,n02138441
n03476991,n03047690,n03956157
n03014705,n13054560,n02840245
n04273569,n03770439,n03133878
n03888605,n02088238,n03063599
n01682714,n07613480,n02100735
n04317175,n03255030,n02111129
n01877812,n02107683,n03930313
n04235860,n02097130,n03452741
n02676566,n03876231,n01734418
n01695060,n03676483,n01797886
n07695742,n03884397,n03770679
n03337140,n04461696,n03445777
n13133613,n02536864,n02883205
n02979186,n03840681,n03485407
n02087046,n04356056,n04154565
n02606052,n12768682,n02840245
n01631663,n02981792,n03527444
n04254777,n03633091,n01797886
n03223299,n03016953,n01534433
n03196217,n03837869,n04277352
n02100236,n02107312,n04111531
n02859443,n04462240,n02443484
n02364673,n03841143,n04417672
n01877812,n03874599,n03485407
n02099267,n02088364,n07613480
n07697313,n01945685,n03014705
n04532670,n03954731,n04136333
n09229709,n02398521,n04266014
n02091032,n02097658,n01843065
n02606052,n04493381,n02012849
n02028035,n02321529,n03032252
n04507155,n01873310,n03670208
n03706229,n03595614,n02091831
n03840681,n04204238,n02093647
n02174001,n04141076,n01797886
n01829413,n03124043,n03902125
n04099969,n03633091,n01531178
n10565667,n03787032,n01828970
n02280649,n02445715,n02441942
n04371774,n02981792,n04380533
n03775546,n01665541,n04613696
n04435653,n07590611,n02640242
n04259630,n02093754,n02690373
n04592741,n09399592,n02088364
n07613480,n03196217,n01537544
n01734418,n04033995,n04008634
n01986214,n02093428,n04004767
n01498041,n01873310,n04435653
n04355338,n02105251,n02018207
n02422106,n02108551,n03014705
n02011460,n02325366,n04008634
n07892512,n02089078,n03770679
n04229816,n01729977,n03670208
n03041632,n03459775,n04347754
n01531178,n03929660,n02177972
n03544143,n07590611,n09332890
n02437312,n02110063,n03759954
n03666591,n02096177,n03445777
n04509417,n02361337,n02655020
n02895154,n02804610,n01795545
n02017213,n03891251,n04049303
n02018795,n02346627,n03492542
n03935335,n01910747,n02058221
n03196217,n03220513,n04037443
n02177972,n04517823,n04208210
n01688243,n03045698,n04004767
n02782093,n04371774,n04347754
n03874293,n04125021,n04049303
n13052670,n11939491,n03452741
n09472597,n03796401,n01855672
n02328150,n02536864,n03956157
n03075370,n01990800,n02120505
n02096177,n02102973,n03717622
n01980166,n07711569,n01798484
n03065424,n02106662,n02489166
n02129165,n02442845,n01755581
n01558993,n03874293,n02484975
n02655020,n01694178,n04141327
n04465501,n04376876,n03032252
n02110341,n02410509,n03761084
n02089973,n02085936,n07579787
n03131574,n02403003,n02092339
n03690938,n01498041,n02105251
n02112706,n04120489,n04141975
n01728572,n04039381,n02100236
n04239074,n04265275,n02281406
n02086079,n03658185,n03014705
n07711569,n03534580,n02097474
n04296562,n04330267,n02120079
n04366367,n12267677,n02113712
n04067472,n02281787,n02690373
n02835271,n02325366,n03445777
n02009912,n02110627,n04428191
n07802026,n03271574,n02514041
n02089973,n02088094,n03445777
n04004767,n02509815,n04229816
n02823428,n02009229,n02091244
n03777568,n02165105,n02783161
n02783161,n04485082,n02107908
n04376876,n02536864,n02114367
n03970156,n04270147,n03786901
n01735189,n04483307,n02106382
n02879718,n02226429,n03661043
n02115641,n02892767,n02106030
n02090622,n03929855,n03733805
n10148035,n03045698,n04604644
n03724870,n02607072,n04435653
n03792782,n03376595,n03933933
n02859443,n02017213,n02088466
n03160309,n02704792,n03877845
n01943899,n04200800,n01665541
n02106382,n02398521,n04254680
n07583066,n03124043,n03733805
n03976467,n03868863,n04004767
n02443484,n02417914,n03877845
n02132136,n01632777,n07720875
n04536866,n01742172,n02971356
n02111500,n02098413,n03661043
n02727426,n03444034,n03662601
n03393912,n04428191,n04540053
n10148035,n02085782,n02870880
n02894605,n01698640,n01833805
n02494079,n02108915,n03240683
n03424325,n02107683,n04505470
n01669191,n02108915,n04259630
n04204347,n03929855,n01558993
n02086240,n02804610,n02364673
n02814860,n03792782,n03271574
n02104029,n02101388,n02951585
n09288635,n02454379,n02443114
n04004767,n03706229,n04548280
n03538406,n02782093,n06785654
n09468604,n04389033,n04081281
n03692522,n02128925,n03297495
n09256479,n12768682,n04476259
n01984695,n02111129,n02229544
n03125729,n01664065,n02917067
n02790996,n04483307,n03344393
n03658185,n02256656,n07753275
n03180011,n03840681,n02963159
n01692333,n02066245,n02095570
n02090721,n04229816,n04131690
n02808304,n04548362,n01558993
n04146614,n03255030,n15075141
n01843383,n02797295,n02100236
n01943899,n03627232,n02106030
n01978455,n02281787,n03133878
n01688243,n02808304,n03661043
n03814639,n02105505,n02699494
n03782006,n13054560,n02114367
n04398044,n03929855,n03933933
n01796340,n04515003,n07742313
n02133161,n02871525,n02013706
n04141975,n03095699,n04525305
n03792972,n04328186,n04069434
n01944390,n02894605,n02095570
n04613696,n02860847,n01641577
n03041632,n02536864,n04069434
n07880968,n01644900,n04366367
n03775071,n01914609,n04458633
n02607072,n02206856,n02119789
n02447366,n04192698,n07584110
n03961711,n02105162,n03983396
n04146614,n03124043,n02268853
n03017168,n02692877,n02105056
n07718747,n15075141,n02480855
n02963159,n02093256,n04254680
n03197337,n02086646,n03447447
n03724870,n03045698,n02095570
n03445777,n07695742,n02098105
n07684084,n02105251,n01828970
n03478589,n03443371,n03877845
n02095570,n03908714,n02093647
n07693725,n12768682,n02097474
n04273569,n12985857,n02892201
n02102040,n03188531,n01843065
n02667093,n01518878,n03400231
n03884397,n02483708,n02137549
n02823750,n01530575,n04204238
n03530642,n07753592,n04532106
n02488291,n04200800,n04429376
n04429376,n02111277,n03733805
n02102973,n02769748,n04069434
n03992509,n02011460,n04418357
n02808304,n02128925,n01531178
n02091134,n01667114,n02105855
n02841315,n04070727,n03063689
n04116512,n03633091,n09332890
n04389033,n04592741,n03938244
n01871265,n02107908,n09468604
n12768682,n01728920,n04604644
n07875152,n02002556,n02988304
n01806567,n02099849,n03670208
n04525305,n01955084,n03529860
n01498041,n01774384,n02114855
n02930766,n04152593,n02980441
n02865351,n02091032,n03857828
n02988304,n02112018,n02074367
n02112018,n02321529,n04127249
n01990800,n04507155,n02074367
n04612504,n01950731,n02840245
n01797886,n04192698,n04346328
n02264363,n07583066,n02097298
n01820546,n03000247,n04525305
n02123394,n02206856,n03207743
n01644900,n02484975,n04263257
n02963159,n04264628,n01582220
n02085936,n02865351,n03447447
n03461385,n03459775,n02095314
n03467068,n01986214,n03075370
n07753592,n07742313,n01641577
n01873310,n01695060,n02096437
n02089867,n02101388,n03223299
n02110341,n03770439,n02119789
n03417042,n02808304,n01882714
n02097130,n03196217,n03393912
n02730930,n03891251,n04111531
n03720891,n04266014,n02102177
n02098105,n02841315,n03717622
n04019541,n01601694,n03598930
n04277352,n02128757,n03903868
n03825788,n03868863,n09332890
n02797295,n01756291,n02033041
n02077923,n04251144,n04243546
n03447447,n03290653,n02106030
n02445715,n02398521,n03447447
n02129604,n02087394,n04065272
n01592084,n03218198,n03733805
n02480855,n03404251,n03063599
n03095699,n09256479,n01855672
n07880968,n04325704,n02840245
n04266014,n01944390,n03777568
n02033041,n02500267,n03126707
n09472597,n03796401,n03075370
n02607072,n07768694,n03777568
n01984695,n01872401,n02326432
n03775546,n07747607,n03063689
n03935335,n02281787,n03814639
n02113186,n02009912,n02808440
n02009229,n07753592,n03776460
n02965783,n02992211,n09428293
n04429376,n01955084,n02883205
n03388183,n04162706,n02917067
n02096585,n03676483,n03160309
n03929660,n01773157,n04326547
n07831146,n02071294,n01558993
n01729322,n03590841,n03720891
n07684084,n04127249,n04033995
n04252225,n03743016,n02090721
n03673027,n02137549,n02105162
n02114367,n03623198,n03775546
n03770679,n01818515,n02445715
n01807496,n03220513,n02687172
n02259212,n03710637,n02825657
n07730033,n03125729,n02109961
n04540053,n01692333,n02444819
n02319095,n01990800,n02814533
n02119022,n02007558,n03720891
n02264363,n01687978,n02823750
n02268443,n02110185,n04335435
n09399592,n02843684,n02098105
n02114548,n02281787,n03063599
n07717410,n03697007,n02096437
n03796401,n01675722,n02457408
n03447447,n02105641,n02099601
n03388043,n03857828,n03706229
n02138441,n03763968,n03877845
n01873310,n03482405,n02113712
n02917067,n02114712,n02444819
n04125021,n01770393,n02056570
n02107683,n02808304,n02504013
n02807133,n02835271,n03983396
n02106030,n02110063,n02113186
n03710193,n03124043,n12985857
n03770679,n01914609,n01531178
n02106550,n04235860,n12144580
n01689811,n01440764,n02086646
n02486261,n03146219,n03042490
n04435653,n04179913,n01491361
n02102318,n10565667,n02814533
n02978881,n02793495,n04435653
n02134418,n02106662,n03661043
n02110806,n04209133,n04041544
n03633091,n03124043,n03938244
n03933933,n04517823,n02097047
n03494278,n07871810,n04277352
n07684084,n02823428,n02114548
n01689811,n02107312,n02129165
n03706229,n03895866,n04263257
n03998194,n03868863,n02870880
n02492035,n03775071,n03201208
n04266014,n02119789,n04296562
n03866082,n02782093,n07684084
n03376595,n04026417,n03983396
n02268443,n03447721,n04154565
n07753275,n01531178,n03527444
n03769881,n03902125,n03393912
n03532672,n04599235,n02113978
n04548362,n01914609,n01531178
n04229816,n01688243,n04069434
n02481823,n01796340,n01558993
n02950826,n04525038,n04153751
n03400231,n02086079,n03216828
n04346328,n03443371,n06794110
n03223299,n03255030,n03649909
n04404412,n03814906,n02640242
n04517823,n03840681,n02825657
n03062245,n03125729,n02119022
n04404412,n07873807,n07753275
n09428293,n02133161,n03916031
n02971356,n03785016,n04560804
n02977058,n02939185,n04590129
n01695060,n02325366,n03661043
n04505470,n02112706,n02480855
n02096437,n03871628,n02117135
n02823750,n03782006,n02319095
n02098413,n04501370,n11879895
n02978881,n11939491,n03792782
n07613480,n03920288,n01768244
n02093647,n03627232,n12057211
n03868242,n03047690,n03895866
n02879718,n01496331,n02058221
n02442845,n01824575,n03792972
n03924679,n07860988,n03662601
n02815834,n04133789,n04604644
n02006656,n01877812,n03670208
n02980441,n03673027,n02606052
n02281406,n03710637,n02977058
n07880968,n04560804,n04604644
n04033995,n02699494,n09472597
n01440764,n02669723,n03709823
n02988304,n01644900,n04270147
n02087394,n03868863,n04417672
n04208210,n03691459,n02916936
n02002556,n02028035,n04366367
n02797295,n12267677,n02391049
n01756291,n04462240,n03976657
n02006656,n03787032,n03063599
n03891332,n02107908,n04557648
n02018795,n03124170,n01797886
n01817953,n02105412,n03998194
n04265275,n03404251,n02033041
n03623198,n03908714,n02783161
n01984695,n03259280,n04487081
n03218198,n02096177,n02666196
n01773797,n03530642,n07836838
n02066245,n04285008,n02168699
n02177972,n02099849,n15075141
n03617480,n03958227,n02974003
n03124170,n02086079,n04239074
n03089624,n01770393,n02963159
n03854065,n03187595,n04590129
n02676566,n03584829,n03126707
n02105855,n02128385,n04141327
n03498962,n01773549,n02086910
n09468604,n03498962,n02093428
n04553703,n02488291,n07715103
n02823428,n02112137,n02012849
n03995372,n01986214,n03916031
n02102973,n02115913,n03662601
n01978287,n03062245,n04552348
n03670208,n02094258,n03743016
n01744401,n01914609,n09835506
n03868242,n04133789,n07718747
n03602883,n03837869,n02097047
n01877812,n02488702,n02120079
n07802026,n03271574,n02086240
n02790996,n02837789,n03776460
n01833805,n02403003,n03344393
n02051845,n02423022,n01682714
n07836838,n04525038,n03983396
n01986214,n01910747,n03796401
n03787032,n02403003,n04238763
n03467068,n03594734,n02098105
n03649909,n02410509,n03063689
n04346328,n03874599,n01843065
n02699494,n02963159,n02814533
n04467665,n02123597,n04599235
n03838899,n03627232,n02099601
n03658185,n04152593,n02097047
n01697457,n02112706,n02120079
n02101006,n02837789,n03240683
n02871525,n04099969,n02093256
n02088632,n02105505,n04389033
n04179913,n04435653,n04347754
n03825788,n01945685,n02793495
