anchor_cat,positive_cat,negative_cat
n02102177,n01990800,n03733805
n02979186,n02490219,n04141327
n01828970,n02277742,n02841315
n02102318,n02509815,n02999410
n02110341,n02500267,n03814639
n02687172,n04507155,n03983396
n09229709,n03710637,n02013706
n03857828,n01496331,n01641577
n02279972,n02981792,n04355933
n03062245,n12267677,n03733281
n01871265,n03733131,n03450230
n03680355,n02488702,n01682714
n02417914,n02102177,n01531178
n04141076,n02423022,n04344873
n04540053,n02115641,n04604644
n03995372,n02500267,n01843065
n02134084,n03347037,n09468604
n03649909,n02894605,n03838899
n04507155,n07760859,n01798484
n03584254,n04041544,n01614925
n02086079,n07711569,n02950826
n04467665,n04228054,n01688243
n02086079,n02134418,n15075141
n04367480,n03457902,n02113023
n01580077,n01873310,n02129165
n02281787,n02088632,n07714571
n01796340,n02497673,n02490219
n04398044,n01877812,n02093647
n01664065,n03961711,n02892201
n04099969,n02814860,n03662601
n04235860,n04204347,n03661043
n03961711,n03124043,n02391049
n03447721,n02113186,n03223299
n04258138,n02011460,n02099712
n09193705,n03095699,n01518878
n02909870,n03888605,n03782006
n01775062,n04392985,n02950826
n03825788,n03888605,n03743016
n03271574,n03868242,n03661043
n01740131,n07753592,n03877845
n04154565,n02132136,n02870880
n01693334,n03196217,n02708093
n02107574,n01985128,n04486054
n02966687,n03841143,n02823428
n02980441,n04517823,n04336792
n03729826,n02794156,n09288635
n03498962,n02910353,n01608432
n04069434,n03425413,n03937543
n02027492,n01739381,n04347754
n03400231,n03476684,n04487081
n01592084,n02835271,n02814860
n07768694,n01981276,n03223299
n03970156,n04536866,n03134739
n02268853,n01641577,n07714571
n02129165,n01704323,n02823428
n03425413,n07717556,n03956157
n02105855,n01644900,n03933933
n02123597,n07717556,n04049303
n02058221,n02129604,n04347754
n02951585,n07716906,n02105162
n03891332,n01729977,n02091635
n12620546,n01945685,n03877845
n02086240,n02107142,n04507155
n02094258,n02749479,n03720891
n03110669,n07742313,n02093256
n03538406,n02328150,n03032252
n02098105,n03394916,n03791053
n03495258,n03874599,n02097474
n02808304,n03599486,n02840245
n03903868,n02408429,n01773157
n02137549,n02488702,n12267677
n04252077,n03891332,n03492542
n02105251,n03595614,n04613696
n03627232,n04404412,n02129165
n07932039,n07753113,n03014705
n03089624,n04540053,n04049303
n03041632,n03016953,n01558993
n02497673,n02013706,n03720891
n04141327,n03467068,n04591713
n07715103,n01914609,n02095314
n02051845,n04149813,n09288635
n04049303,n04599235,n01829413
n06874185,n02699494,n03950228
n07831146,n02104365,n03492542
n02113624,n02088632,n03216828
n04209133,n01751748,n01944390
n02843684,n02835271,n01796340
n03467068,n03529860,n04485082
n02101006,n01729977,n07860988
n02093428,n02790996,n06874185
n07802026,n03785016,n02514041
n04263257,n07697537,n02056570
n03272562,n04487081,n03670208
n03658185,n07695742,n02119022
n03742115,n04612504,n02090622
n02704792,n03891332,n01682714
n07584110,n04579145,n01847000
n04371430,n02111889,n01773157
n02018207,n02966193,n04482393
n02112706,n03803284,n04033901
n02095889,n03255030,n04447861
n02437312,n02129604,n04604644
n02091635,n01677366,n03095699
n03347037,n02445715,n04596742
n03786901,n12144580,n02917067
n03895866,n03630383,n04116512
n02098413,n01735189,n03661043
n03937543,n03633091,n01843065
n04596742,n07880968,n02028035
n02281787,n02403003,n03447447
n06785654,n04372370,n01531178
n02268443,n02412080,n02509815
n04525038,n01914609,n03983396
n03929660,n07579787,n03447447
n07753275,n04179913,n02089867
n04204347,n02280649,n02397096
n03598930,n03314780,n02494079
n03297495,n03447721,n01806143
n03026506,n07695742,n01630670
n03126707,n02692877,n01558993
n02410509,n07590611,n04604644
n01698640,n03125729,n02119022
n02104365,n03089624,n02105251
n03825788,n01744401,n03950228
n02074367,n02510455,n01797886
n02095889,n01644900,n02104029
n01734418,n01984695,n02749479
n07920052,n03126707,n02417914
n01682714,n03710193,n04456115
n02111889,n02108915,n03947888
n03133878,n01729977,n03124170
n04456115,n07720875,n01774750
n02167151,n01985128,n02017213
n03733281,n03840681,n02113624
n01687978,n03187595,n01694178
n02655020,n02100236,n01797886
n03777568,n02134418,n03954731
n02110627,n04099969,n01806143
n03803284,n02097658,n04286575
n02165105,n03920288,n02097474
n07734744,n03179701,n03902125
n07711569,n09472597,n02107683
n02788148,n03160309,n01622779
n02494079,n04389033,n03775071
n04487394,n02417914,n04286575
n02536864,n04141076,n07734744
n03100240,n03633091,n01820546
n02095570,n07584110,n04355338
n03180011,n03529860,n07714571
n03478589,n03459775,n04429376
n02356798,n04254680,n02091831
n02823750,n02480855,n02391049
n03832673,n03089624,n02094114
n01807496,n02231487,n02099267
n04204238,n11939491,n02091467
n04461696,n09256479,n02447366
n07718747,n02321529,n01806567
n06785654,n03146219,n02980441
n02058221,n03961711,n04355338
n04461696,n09256479,n02100877
n03954731,n03630383,n03388549
n03131574,n03045698,n02676566
n02115913,n04479046,n03938244
n13037406,n02259212,n04515003
n02107683,n04552348,n02094114
n02788148,n01498041,n02099712
n04069434,n01558993,n09472597
n04350905,n04228054,n02100583
n03920288,n04149813,n03649909
n02843684,n02110185,n02018795
n04049303,n03956157,n01558993
n04251144,n02172182,n02106382
n02095570,n02488702,n01601694
n03721384,n02536864,n03345487
n09421951,n02110185,n02096585
n04090263,n03854065,n09835506
n03344393,n02106030,n04009552
n04131690,n03623198,n03657121
n07697537,n04099969,n02097474
n02129165,n03769881,n01855672
n07932039,n04229816,n02088466
n02939185,n07248320,n02109961
n02106030,n02951585,n02493793
n02486410,n04149813,n04147183
n02088364,n02101388,n04041544
n01756291,n01644900,n09421951
n02797295,n04192698,n03720891
n03000684,n09246464,n03857828
n01560419,n02106662,n02326432
n01820546,n02132136,n02422106
n04355933,n01744401,n03201208
n09256479,n04398044,n02113978
n03355925,n04462240,n02088364
n03676483,n03196217,n04243546
n03207743,n03314780,n02105251
n03690938,n02108915,n01843383
n02363005,n01910747,n04037443
n01968897,n07716358,n09332890
n02640242,n03404251,n04344873
n03733281,n02100735,n02087394
n02403003,n09256479,n04147183
n02097298,n03868242,n02977058
n03930313,n04505470,n01855672
n01819313,n02443114,n13133613
n04350905,n04372370,n03637318
n01930112,n02906734,n02112706
n01882714,n02101388,n02264363
n02444819,n02002724,n02860847
n03384352,n03594945,n03733805
n07802026,n03400231,n04118776
n03814639,n01558993,n02859443
n04033901,n04443257,n03065424
n03956157,n04562935,n02823428
n04597913,n01985128,n03201208
n03447721,n07730033,n03602883
n02074367,n02105505,n04417672
n02115913,n04086273,n02883205
n01843065,n02364673,n02999410
n01669191,n02134418,n01531178
n02514041,n04270147,n04505470
n01914609,n01695060,n02120079
n02097209,n02088632,n03482405
n04370456,n02104029,n04389033
n03492542,n03874293,n02098413
n03637318,n01945685,n02113624
n01784675,n03633091,n03838899
n03538406,n03874599,n01820546
n04554684,n13037406,n01558993
n03384352,n02817516,n04442312
n12144580,n04367480,n02096437
n02389026,n02840245,n04613696
n02514041,n01753488,n02791270
n02109047,n04399382,n04592741
n03417042,n04461696,n03776460
n03259280,n04192698,n02489166
n03179701,n02319095,n02086910
n01877812,n04141076,n04147183
n02098105,n03394916,n04243546
n07892512,n03924679,n03916031
n03207941,n01924916,n02916936
n03920288,n01914609,n02088094
n04258138,n03417042,n04116512
n04243546,n03733131,n07753275
n02747177,n02233338,n02119789
n03983396,n02708093,n07892512
n04044716,n04005630,n02093256
n01592084,n04149813,n07248320
n02091831,n01744401,n03134739
n03944341,n04548362,n01531178
n04111531,n01773797,n04141327
n03838899,n02484975,n03887697
n04090263,n03271574,n03201208
n03197337,n04517823,n02056570
n04548362,n04125021,n02009229
n03443371,n02992529,n03662601
n04041544,n13133613,n02098413
n02100236,n03992509,n02417914
n03720891,n03478589,n03980874
n03980874,n03903868,n02883205
n02514041,n03803284,n09428293
n03887697,n01728572,n01631663
n03866082,n03908618,n03733805
n13054560,n03372029,n02096437
n04357314,n02123159,n02840245
n02100236,n02669723,n04154565
n02536864,n03724870,n03983396
n12998815,n01873310,n02086910
n02422106,n03781244,n02097298
n03494278,n02281787,n03207743
n02483708,n07745940,n03877845
n04136333,n02412080,n03160309
n02165456,n06785654,n01882714
n02536864,n03255030,n01943899
n01828970,n01945685,n03888605
n03529860,n02640242,n02013706
n04311174,n03854065,n03764736
n01774750,n01784675,n01855672
n13054560,n02835271,n02009229
n03133878,n02106550,n01514668
n03980874,n03124043,n02093991
n04456115,n10148035,n03595614
n02105162,n02006656,n02102177
n04525038,n12985857,n02092002
n01560419,n04461696,n02097209
n04429376,n04252225,n01582220
n01728920,n01496331,n02094114
n02007558,n03544143,n04347754
n07716358,n03874599,n02892201
n02091635,n02730930,n04366367
n04389033,n02699494,n03063599
n03967562,n04447861,n02134418
n03017168,n03126707,n03729826
n02108422,n01675722,n03877845
n01692333,n01914609,n02977058
n03400231,n03721384,n04344873
n02229544,n01774384,n04153751
n01873310,n02749479,n02119789
n02101006,n01775062,n04548362
n07583066,n02769748,n03776460
n02093991,n01796340,n03388549
n03445777,n01685808,n04592741
n02916936,n01873310,n03617480
n02099601,n02112137,n04557648
n03982430,n02264363,n02033041
n03272010,n02916936,n03532672
n04487394,n03782006,n04347754
n01829413,n02007558,n04326547
n07753113,n02808304,n02883205
n03478589,n01622779,n02398521
n02410509,n01910747,n03877845
n02676566,n02692877,n04049303
n02326432,n09472597,n04548280
n02112137,n02107908,n03160309
n03127747,n02099849,n12144580
n02095889,n02115913,n02892201
n01843065,n02006656,n03733131
n04355933,n02130308,n01768244
n03425413,n03384352,n03956157
n03584254,n03759954,n04204238
n04286575,n03125729,n02056570
n01694178,n02951358,n02105056
n02109525,n03045698,n02093991
n02692877,n01694178,n02102318
n01968897,n02445715,n02894605
n03793489,n04376876,n03160309
n03026506,n03627232,n01797886
n03832673,n04606251,n03770679
n03814639,n01558993,n04398044
n01773549,n02091032,n02870880
n02088364,n02108915,n04127249
n02128385,n01914609,n02799071
n07875152,n03908618,n02105162
n02096437,n07860988,n02966687
n02787622,n03891332,n03956157
n04201297,n01910747,n01531178
n02089867,n01675722,n03216828
n01883070,n02086079,n01753488
n02403003,n03888605,n04204238
n03884397,n02808304,n02391049
n03595614,n02092002,n03720891
n02948072,n03544143,n04562935
n03899768,n03530642,n02119022
n01697457,n02009912,n03630383
n02487347,n02112350,n09468604
n01770393,n01729977,n02229544
n02104029,n04370456,n07714571
n02966193,n03000684,n03792972
n02113799,n02190166,n02865351
n04357314,n02965783,n04259630
n02002724,n04486054,n02085936
n03255030,n04070727,n02091467
n01728920,n07693725,n02106382
n07880968,n02948072,n02883205
n02356798,n04462240,n04141327
n02437616,n01698640,n04604644
n02488291,n02091032,n02119022
n02125311,n02321529,n02033041
n07875152,n03047690,n01817953
n03216828,n04553703,n01608432
n02091635,n02443484,n02092002
n01843383,n03785016,n02086240
n03776460,n03661043,n02132136
n02095314,n02395406,n04074963
n02391049,n03146219,n04366367
n02871525,n01693334,n02110063
n02442845,n02106662,n03297495
n04273569,n01784675,n02114367
n02137549,n07717410,n02012849
n02017213,n04517823,n07720875
n02110185,n01773797,n02219486
n01910747,n03874599,n01582220
n03065424,n02085782,n07684084
n03065424,n02930766,n02190166
n02536864,n04350905,n02012849
n02799071,n01498041,n01795545
n03733805,n04505470,n07716906
n03062245,n01950731,n02977058
n02488291,n03868863,n02096585
n03461385,n02091831,n04004767
n02085620,n09472597,n04525038
n03018349,n04557648,n04532106
n03297495,n01983481,n02107312
n04485082,n01622779,n09288635
n01440764,n01689811,n02120079
n01644900,n02641379,n03947888
n02099601,n02410509,n04557648
n02859443,n04081281,n02113978
n04355933,n04409515,n03776460
n02104029,n03633091,n02129165
n03197337,n04285008,n02109047
n03047690,n02879718,n02113978
n02127052,n01631663,n04366367
n02100583,n07590611,n02749479
n03000684,n07754684,n02097047
n03680355,n01687978,n03967562
n02484975,n02445715,n04049303
n02094114,n04557648,n04328186
n04252077,n01855032,n04209133
n01820546,n04579145,n12768682
n01531178,n04136333,n04579432
n03355925,n03290653,n02088466
n04264628,n03482405,n15075141
n03670208,n02219486,n07718747
n04493381,n03691459,n01518878
n03133878,n03980874,n02229544
n09428293,n02105162,n01614925
n02974003,n01582220,n02963159
n02917067,n03201208,n03786901
n10148035,n02099601,n02093647
n03814906,n02488702,n04604644
n02643566,n03710637,n02219486
n03179701,n03496892,n02814533
n03494278,n03690938,n02105641
n04336792,n03124043,n02107574
n02105251,n01739381,n07716358
n03544143,n03220513,n04371430
n01910747,n02607072,n09332890
n03720891,n04254680,n02099267
n04005630,n07873807,n02097047
n04392985,n10565667,n04136333
n02132136,n01945685,n03776460
n03498962,n03590841,n02051845
n02834397,n07760859,n02071294
n01740131,n04311174,n04435653
n02814533,n04487081,n02699494
n04254120,n03874599,n02099429
n03400231,n03908618,n02730930
n07615774,n02790996,n02408429
n04019541,n13037406,n03916031
n07753592,n03742115,n03657121
n03110669,n04350905,n03272010
n02788148,n02992529,n03014705
n02870880,n01984695,n02397096
n02119789,n02100735,n02906734
n03937543,n04099969,n02236044
n03424325,n04141076,n03494278
n02226429,n02504013,n04141327
n03110669,n02114712,n04266014
n03998194,n02165105,n02033041
n04409515,n02815834,n01755581
n04111531,n12985857,n02092002
n01622779,n07932039,n03271574
n03065424,n03868863,n02676566
n03692522,n12998815,n01980166
n02167151,n02090622,n04443257
n02276258,n03929855,n03887697
n02096437,n02109047,n02727426
n02916936,n03000684,n01774384
n02490219,n01986214,n01807496
n02326432,n02085936,n03109150
n02088364,n01614925,n01817953
n02105641,n02281406,n01968897
n03887697,n02454379,n04552348
n01978455,n03792782,n03733281
n02701002,n02488702,n07615774
n02892201,n03127747,n02319095
n03207743,n02690373,n02110185
n01687978,n03706229,n04465501
n15075141,n07873807,n03627232
n01980166,n04584207,n02099429
n02002724,n03443371,n04532670
n03776460,n09472597,n01580077
n02093647,n04591713,n03697007
n02110063,n03197337,n04118776
n02097209,n02089078,n02342885
n03376595,n03781244,n02319095
n02870880,n03388549,n02777292
n02672831,n04462240,n04243546
n03388183,n04548362,n03942813
n03773504,n01955084,n04049303
n03062245,n01622779,n04476259
n02999410,n02443484,n03216828
n02815834,n03874293,n03642806
n03095699,n04462240,n02655020
n03666591,n01930112,n02492660
n02490219,n02892201,n01768244
n01689811,n02226429,n02056570
n09256479,n04548362,n03485407
n04141076,n04536866,n03720891
n02483362,n04019541,n02443484
n02823428,n02110185,n02018207
n02113023,n01729977,n01537544
n02484975,n02086079,n03947888
n04428191,n03095699,n02093991
n03637318,n03868863,n01819313
n01924916,n03187595,n02128385
n03047690,n04501370,n06794110
n03792972,n03347037,n02085620
n02504458,n02837789,n02817516
n03887697,n02791270,n03457902
n02093256,n02099267,n04317175
n02088364,n01945685,n04069434
n07880968,n04310018,n02013706
n03208938,n04485082,n03697007
n07871810,n07753113,n04548280
n03770679,n02096177,n04141327
n02979186,n02088364,n01980166
n01704323,n03124043,n03775071
n04548362,n04447861,n01795545
n03838899,n02277742,n02236044
n03623198,n07871810,n04008634
n02094258,n04515003,n02104029
n04310018,n03089624,n03729826
n03216828,n04296562,n01855672
n02105251,n01687978,n02086240
n02123394,n01980166,n01685808
n03000134,n02701002,n02391049
n07920052,n01945685,n06794110
n03337140,n04141076,n04347754
n01667778,n02992529,n04179913
n03976657,n02090379,n02966687
n04417672,n04550184,n03297495
n01739381,n02096051,n04243546
n04037443,n01983481,n02910353
n03393912,n09229709,n03792782
n06874185,n02328150,n02102318
n04238763,n03045698,n04147183
n01697457,n02091244,n03777568
n02666196,n02033041,n01675722
n04366367,n12267677,n01755581
