anchor_cat,positive_cat,negative_cat
n02123394,n02125311,n02091244
n03709823,n02835271,n03602883
n01744401,n02704792,n02391049
n02423022,n01985128,n02692877
n03459775,n03666591,n04366367
n02606052,n02457408,n02825657
n02441942,n01986214,n01798484
n01968897,n04501370,n02113712
n03141823,n03840681,n03877845
n02500267,n01917289,n02264363
n02099849,n02892767,n04507155
n03196217,n03220513,n03733805
n07717556,n02268443,n04596742
n02107908,n04409515,n04562935
n03544143,n03314780,n03478589
n02066245,n02443114,n02094433
n03110669,n03782006,n02916936
n02165456,n03372029,n01774384
n04120489,n07697537,n03146219
n07742313,n02493793,n03877845
n04204347,n04409515,n12768682
n04447861,n04548362,n02988304
n03841143,n03977966,n02814860
n03272562,n03032252,n02667093
n04125021,n02096051,n02091467
n03804744,n04254680,n02229544
n02281406,n01532829,n03216828
n02422106,n03958227,n03602883
n02085782,n02981792,n07802026
n04350905,n04120489,n04429376
n04328186,n01753488,n04136333
n04579432,n02112137,n04265275
n12144580,n01694178,n04613696
n02129165,n01685808,n03887697
n03649909,n04023962,n02104029
n03743016,n07742313,n04033995
n03444034,n01518878,n04204238
n02089867,n02226429,n04429376
n03496892,n01917289,n03494278
n04560804,n01644900,n03000684
n01704323,n12144580,n04522168
n03495258,n03599486,n03903868
n02799071,n02071294,n01796340
n04118538,n04517823,n02098286
n01693334,n04336792,n04487081
n04332243,n02128925,n01630670
n04612504,n02776631,n03642806
n01784675,n02808304,n02093256
n07749582,n04235860,n04252225
n03676483,n07714990,n02012849
n02006656,n02927161,n03729826
n01491361,n02487347,n01796340
n03991062,n03908714,n04435653
n02093991,n01773157,n02441942
n07873807,n03977966,n07754684
n03291819,n03379051,n04277352
n02486261,n02869837,n04507155
n03134739,n01756291,n07579787
n04192698,n04204347,n02692877
n02233338,n01990800,n02114855
n04357314,n02493793,n09428293
n02096051,n01644900,n04141975
n03838899,n01774384,n02107312
n02113624,n04325704,n04270147
n02963159,n03788365,n01774750
n02364673,n02422699,n01950731
n03933933,n02219486,n02091831
n07831146,n03627232,n03344393
n01665541,n02892201,n04067472
n03599486,n03495258,n04118776
n01985128,n04204347,n03776460
n04090263,n02101388,n04229816
n02794156,n02091134,n03485794
n03633091,n03124043,n07930864
n04141327,n03692522,n02102040
n04604644,n01770393,n03838899
n02667093,n02169497,n02102480
n02509815,n02091635,n02909870
n03544143,n09229709,n04008634
n03041632,n07831146,n02102040
n02165456,n07697537,n02119789
n02091831,n02667093,n04141975
n03218198,n02510455,n02097474
n02219486,n04606251,n02268443
n02123159,n01735189,n02100877
n10148035,n02134084,n01601694
n04553703,n04589890,n02276258
n03709823,n02641379,n02840245
n03400231,n03124170,n04335435
n04209133,n03788195,n03938244
n03680355,n01749939,n02708093
n03873416,n04153751,n04418357
n04553703,n03325584,n03733805
n02088238,n04548362,n02980441
n03345487,n03770439,n02097047
n04146614,n04462240,n02783161
n02096294,n04467665,n01616318
n03425413,n04209133,n07802026
n02909870,n01955084,n03782006
n02910353,n02807133,n02814860
n06596364,n04346328,n02916936
n07749582,n01491361,n02963159
n02840245,n04266014,n04604644
n03759954,n03595614,n02106030
n02791124,n02317335,n04004767
n13054560,n01742172,n03344393
n04505470,n01980166,n02655020
n02317335,n03599486,n02099712
n02119022,n07614500,n03942813
n03594734,n03676483,n02091467
n01531178,n07717410,n02965783
n02236044,n02259212,n09421951
n02444819,n07730033,n02927161
n02788148,n01735189,n07248320
n04070727,n01698640,n04562935
n03042490,n03495258,n02808440
n03594945,n02321529,n02109047
n03775071,n04125021,n02917067
n07749582,n03291819,n04136333
n13044778,n03530642,n04548280
n03729826,n04067472,n02113712
n02091134,n02869837,n03388043
n01872401,n03089624,n04429376
n04200800,n03445924,n02814533
n01871265,n01631663,n02074367
n04366367,n02799071,n03494278
n01580077,n02112137,n04067472
n01910747,n01756291,n07930864
n02791124,n03478589,n01828970
n03272010,n03854065,n03770679
n02090379,n02408429,n02229544
n01944390,n03089624,n02280649
n02123597,n07693725,n02174001
n04259630,n03146219,n03404251
n03271574,n02410509,n02870880
n04201297,n02859443,n04435653
n04493381,n03777568,n01860187
n03980874,n03590841,n04065272
n04204238,n02102480,n03444034
n03388043,n04579145,n02229544
n02105641,n01667778,n03916031
n02486410,n04330267,n02112018
n04204238,n04099969,n10148035
n02074367,n03042490,n02361337
n02018207,n03124043,n04251144
n04346328,n02100735,n02117135
n02787622,n04081281,n07717410
n01798484,n02877765,n03956157
n02096437,n04458633,n03929660
n02514041,n02837789,n01843065
n02939185,n01924916,n03933933
n02391049,n02999410,n01518878
n03803284,n03788195,n03891251
n03961711,n02837789,n03903868
n02094114,n02704792,n02058221
n04372370,n01818515,n03250847
n02791270,n02321529,n15075141
n01924916,n04081281,n02088094
n01534433,n07715103,n02092002
n02119789,n03627232,n01728572
n02843684,n01740131,n01843065
n04590129,n04346328,n02114548
n02006656,n04192698,n01531178
n02105056,n07873807,n03982430
n03016953,n01775062,n03888257
n02028035,n02526121,n02085620
n01824575,n02769748,n02085936
n03602883,n03095699,n02814533
n03891332,n01735189,n02012849
n02396427,n04310018,n03444034
n01537544,n04417672,n02640242
n02102480,n07745940,n03584829
n04380533,n03218198,n02690373
n04146614,n02412080,n02102040
n01775062,n02165105,n04562935
n02321529,n03874599,n02097474
n03532672,n04479046,n02963159
n04553703,n07717556,n07717410
n02090379,n04264628,n15075141
n02486261,n02927161,n01537544
n01664065,n07693725,n02087394
n02106166,n02071294,n01860187
n02129604,n04275548,n02483362
n07590611,n02871525,n03935335
n02699494,n04389033,n02123394
n07753592,n07831146,n02108422
n02113186,n01677366,n02788148
n04141975,n03944341,n01440764
n02231487,n02089078,n02091635
n01917289,n02102973,n03658185
n02011460,n03445924,n01484850
n02096585,n04599235,n02749479
n02051845,n03841143,n03085013
n03803284,n03447721,n02971356
n04147183,n07716906,n15075141
n04428191,n02096051,n01828970
n03676483,n03445924,n04380533
n03188531,n04127249,n03916031
n01824575,n02106662,n02012849
n04252077,n03000684,n02097130
n02787622,n04099969,n02099601
n03495258,n04310018,n04389033
n02104365,n01698640,n02492035
n07802026,n02110958,n04033901
n02447366,n12985857,n03630383
n02814860,n03697007,n03792972
n02727426,n07831146,n02096437
n02132136,n03796401,n02100236
n04540053,n01692333,n15075141
n04347754,n02802426,n02500267
n04509417,n04254777,n03658185
n01614925,n02894605,n04111531
n06596364,n03201208,n02326432
n02099712,n01685808,n03249569
n02090721,n02699494,n02447366
n02012849,n11879895,n04548280
n02088094,n03544143,n03706229
n02092002,n03729826,n02391049
n03877472,n04523525,n03777568
n02319095,n02398521,n01817953
n03895866,n04019541,n03109150
n03347037,n07871810,n02326432
n01664065,n04335435,n07802026
n02782093,n01756291,n07684084
n02051845,n03998194,n01820546
n02790996,n01930112,n02056570
n01855032,n04532106,n03930313
n01756291,n07716358,n07930864
n03868242,n13054560,n02391049
n07711569,n01955084,n03776460
n03803284,n01753488,n03935335
n03676483,n03775071,n04380533
n01773797,n02489166,n02101556
n02137549,n04258138,n03146219
n03642806,n01955084,n04428191
n04604644,n04376876,n04562935
n02361337,n01883070,n03424325
n03991062,n13040303,n01537544
n03961711,n02927161,n03733805
n02356798,n01984695,n02105251
n03692522,n02808304,n03014705
n04285008,n01860187,n03983396
n02127052,n04462240,n03216828
n01930112,n02100877,n02794156
n04133789,n02233338,n03584254
n04467665,n02892767,n02883205
n07697313,n07715103,n01537544
n09256479,n02093754,n04141327
n12057211,n03124170,n02277742
n02085620,n09246464,n03877845
n07860988,n07753113,n03786901
n03485794,n12998815,n02504013
n02804610,n03220513,n01774384
n04540053,n04335435,n01582220
n03691459,n02395406,n02113186
n03676483,n04310018,n04380533
n04465501,n04517823,n02100236
n04044716,n02423022,n03937543
n04192698,n07768694,n02097474
n07695742,n03649909,n03720891
n02106382,n01514859,n01843065
n03895866,n01740131,n02102318
n02489166,n03485794,n03814906
n02097474,n02051845,n02112706
n02883205,n07584110,n04004767
n03602883,n01498041,n02105855
n04239074,n07717410,n04560804
n02077923,n03854065,n02447366
n02325366,n04350905,n02444819
n01770081,n02666196,n03733805
n03666591,n03721384,n03417042
n03478589,n03443371,n04258138
n01530575,n03188531,n15075141
n07720875,n03495258,n02917067
n01608432,n07697537,n03063599
n02124075,n03697007,n02119022
n03992509,n07718747,n03527444
n03888605,n01910747,n02391049
n03590841,n02444819,n02114367
n01943899,n07579787,n02128925
n12768682,n01631663,n04204347
n02102177,n02417914,n02676566
n01689811,n02106550,n02268443
n02486410,n07749582,n04562935
n02361337,n02011460,n03777568
n02101388,n02643566,n04127249
n03843555,n04133789,n03642806
n03787032,n04370456,n03444034
n02114712,n02097658,n04266014
n02094114,n01729322,n02097130
n04149813,n03530642,n03642806
n03840681,n02096177,n02708093
n02493793,n03958227,n01843383
n02120505,n07871810,n04153751
n02110627,n02319095,n04254680
n04355338,n13037406,n02444819
n04192698,n03874293,n04552348
n02823750,n04074963,n01820546
n01644900,n02643566,n02138441
n12144580,n07873807,n01687978
n04330267,n04326547,n04548280
n02749479,n04507155,n02097209
n02114367,n02095570,n01860187
n02087394,n03930630,n04335435
n06785654,n03666591,n01774384
n03017168,n01871265,n02102318
n04347754,n02966193,n04344873
n03141823,n02910353,n02099712
n07831146,n03089624,n01817953
n04265275,n02346627,n09421951
n02869837,n04149813,n02087046
n03337140,n04152593,n01532829
n02396427,n04392985,n01983481
n02107312,n02708093,n02326432
n07248320,n02113978,n04355338
n01819313,n01955084,n03494278
n03133878,n03065424,n03197337
n03063599,n07583066,n02120079
n03776460,n02097298,n03249569
n03100240,n02085782,n04147183
n03929855,n02106662,n07802026
n03666591,n03459775,n03133878
n04443257,n01873310,n03761084
n04536866,n07745940,n12144580
n03617480,n02100583,n02119022
n04147183,n03930630,n02028035
n03014705,n03538406,n04447861
n02106030,n02105505,n03956157
n03929660,n01753488,n04111531
n02951358,n03775546,n02102040
n01806567,n02988304,n03445777
n02871525,n11939491,n04355933
n03623198,n04209239,n03126707
n02606052,n03127747,n01675722
n07871810,n02808304,n02013706
n04328186,n04310018,n03197337
n04355338,n04554684,n02444819
n04557648,n03417042,n02112018
n01728572,n03930630,n03623198
n03065424,n02226429,n04008634
n03207743,n02101388,n01728572
n02494079,n04133789,n04553703
n04252077,n02859443,n03770679
n04418357,n02687172,n04118538
n02408429,n02536864,n04604644
n01981276,n02939185,n02883205
n04209239,n01667114,n01797886
n01980166,n02403003,n03584829
n03394916,n01873310,n03063689
n04229816,n04597913,n03670208
n02910353,n02687172,n02804610
n03255030,n03394916,n02783161
n02417914,n12998815,n01558993
n04026417,n01784675,n04355933
n02090721,n07754684,n02823750
n01614925,n03895866,n01847000
n02363005,n02231487,n03272562
n02483362,n02786058,n04486054
n03721384,n03666591,n03249569
n03160309,n02116738,n01601694
n04067472,n03014705,n02963159
n02095889,n03706229,n04347754
n02096177,n03874599,n03938244
n02509815,n01729322,n12144580
n03495258,n10148035,n02091467
n01774384,n07831146,n02106030
n02177972,n02093754,n03344393
n02025239,n04147183,n03877845
n03188531,n01818515,n04141327
n02093428,n02094433,n03197337
n03208938,n04517823,n02033041
n02794156,n03983396,n02504458
n02667093,n01990800,n03930313
n01734418,n01871265,n03642806
n01860187,n03947888,n04486054
n02410509,n03874599,n02120079
n04458633,n03991062,n03297495
n03970156,n04296562,n03775071
n03781244,n03016953,n02105251
n02815834,n04228054,n04239074
n07715103,n03100240,n02124075
n02112018,n04039381,n02841315
n03787032,n06596364,n04033901
n01806143,n02403003,n02219486
n01688243,n03042490,n03983396
n04179913,n01985128,n02843684
n02391049,n01751748,n03884397
n01807496,n04612504,n03690938
n04507155,n02730930,n06596364
n02106030,n02802426,n03873416
n02281406,n04141076,n03344393
n02672831,n04325704,n02107142
n02979186,n04200800,n01667778
n03933933,n02219486,n03527444
n03394916,n03814639,n03452741
n04515003,n04009552,n02105641
n02088466,n03394916,n02971356
n03325584,n02138441,n02363005
n03400231,n07590611,n02123394
n02113799,n01694178,n02443114
n02127052,n09472597,n02093256
n03325584,n02138441,n03532672
n04019541,n03627232,n02229544
n02361337,n07583066,n03888257
n03854065,n04606251,n02120079
n03393912,n03874293,n02825657
n07565083,n03032252,n02814860
n03840681,n07565083,n02229544
n03950228,n04254777,n02028035
n02018207,n02794156,n02536864
n04429376,n01682714,n09428293
n02963159,n02112137,n02123394
n03982430,n02410509,n03623198
n02066245,n04423845,n03961711
n02123394,n03866082,n02091467
n01514668,n01695060,n01797886
n02110627,n02321529,n01531178
n04376876,n01496331,n01531178
n02132136,n03840681,n03983396
n03929855,n07730033,n02667093
n03124170,n04367480,n07714571
n02672831,n07718472,n03000684
n04192698,n01644373,n02119789
n02437616,n01744401,n03063689
n04273569,n07684084,n03729826
n02091635,n03857828,n15075141
n02110958,n03930630,n03877845
n07742313,n04258138,n01828970
n01560419,n01688243,n11879895
n03485794,n02489166,n02486261
n04589890,n01914609,n02667093
n02916936,n01687978,n04125021
n01829413,n03089624,n02087046
n04209239,n03045698,n02917067
n07693725,n02088238,n02058221
n01616318,n02113978,n03208938
n02804414,n04120489,n02058221
n03761084,n03337140,n04229816
n03733131,n03042490,n02951585
n02127052,n04462240,n01667778
n01616318,n07715103,n02895154
n03388183,n03976467,n03942813
n07590611,n01667114,n02009229
n02777292,n02497673,n02086910
n03207941,n03461385,n03201208
n03404251,n02100583,n02802426
n04557648,n01860187,n03372029
n02666196,n02107312,n07684084
n13054560,n02497673,n07717410
n03388043,n02536864,n03764736
n04372370,n03803284,n03527444
n02231487,n01773157,n02099429
n04366367,n02100236,n04476259
n02105056,n03347037,n02951585
n02389026,n02115913,n02971356
n04476259,n07745940,n03720891
n02690373,n01914609,n02795169
n02112706,n01608432,n02437312
n03125729,n04554684,n02823428
n04049303,n02672831,n04008634
n03017168,n03131574,n12144580
n02093991,n02328150,n02086910
n04347754,n02514041,n02817516
n03814906,n03127747,n09332890
n03124043,n03223299,n03706229
n01491361,n03379051,n04239074
n02777292,n03394916,n02097474
n02256656,n04548362,n04259630
n03697007,n03394916,n01770081
n02504458,n01984695,n02100735
n02167151,n02096294,n02018795
n02979186,n01737021,n01518878
n03404251,n02051845,n02802426
n03937543,n03240683,n04131690
n02992211,n07831146,n04118776
n04380533,n02395406,n02105056
n03133878,n02106662,n03404251
n02965783,n01735189,n02114712
n02095314,n02109961,n03447447
n02749479,n01744401,n04311174
n04204238,n07742313,n01855672
n07565083,n02108551,n02086910
n01770081,n01664065,n03775071
n04133789,n01984695,n01806143
n07693725,n07716906,n03733281
n06794110,n03785016,n02226429
n04350905,n02398521,n04141975
n03393912,n01910747,n03141823
n03109150,n02113799,n02860847
n02788148,n01735189,n02137549
n02483362,n03476991,n04311004
n02120505,n06874185,n03720891
n03249569,n04152593,n04548280
n03529860,n02398521,n02099712
n01773157,n07873807,n03832673
n01694178,n03633091,n04332243
n02129604,n04371774,n03126707
n02110063,n04200800,n02058221
n04209239,n03042490,n04332243
n04560804,n02105855,n03637318
n02097298,n07715103,n01531178
n02088466,n01616318,n02130308
n03630383,n02325366,n03935335
n02037110,n02104365,n03347037
n02504458,n02356798,n04019541
n02006656,n06596364,n01616318
n02128385,n04204238,n02058221
n03814639,n03706229,n07565083
n03476684,n01735189,n03126707
n03933933,n04517823,n02917067
n03868242,n07583066,n02099712
n02493509,n02500267,n03125729
n04456115,n02860847,n04285008
n06874185,n02325366,n02074367
n02906734,n02128925,n02129604
n03961711,n04311004,n03729826
n01944390,n03089624,n01537544
n03207743,n01872401,n02109961
n03218198,n03223299,n02097474
n04356056,n04310018,n04532106
