anchor_cat,positive_cat,negative_cat
n02749479,n02094258,n03661043
n03000247,n03804744,n02012849
n02091635,n01677366,n04366367
n02102177,n02804414,n03670208
n02979186,n02391049,n02236044
n01828970,n03976467,n03494278
n02102318,n02096051,n03630383
n02110341,n02134084,n03590841
n02687172,n02101006,n04584207
n09229709,n02871525,n02091467
n03857828,n03482405,n02493793
n02279972,n03160309,n04136333
n03062245,n04392985,n04429376
n01871265,n03954731,n02749479
n03680355,n02951585,n07614500
n02417914,n01955084,n02100236
n04141076,n01877812,n04049303
n04540053,n02769748,n04429376
n03995372,n01910747,n01484850
n02134084,n01491361,n04591713
n03649909,n03124043,n02091635
n04507155,n07760859,n02120505
n03584254,n04462240,n04004767
n02086079,n07693725,n02097474
n04467665,n03240683,n03916031
n02086079,n07697537,n02033041
n04367480,n03124170,n03775071
n01580077,n02112137,n02129165
n02281787,n02769748,n02391049
n01796340,n03047690,n02276258
n04398044,n03929855,n04252225
n01664065,n01667114,n04613696
n04099969,n03874599,n04347754
n04235860,n02115913,n02091467
n03961711,n07760859,n03445924
n03447721,n07711569,n07871810
n04258138,n13052670,n02443484
n09193705,n04149813,n04332243
n02909870,n04099969,n02105251
n01775062,n03691459,n02119022
n03825788,n01945685,n03903868
n03271574,n03388043,n04239074
n01740131,n01737021,n02090622
n04154565,n02093991,n03355925
n01693334,n07716906,n02917067
n02107574,n03868242,n04486054
n02966687,n07831146,n02963159
n02980441,n03792782,n02444819
n03729826,n04325704,n04579432
n03498962,n04099969,n02486261
n04069434,n01558993,n03937543
n02027492,n01773157,n04118776
n03400231,n02110958,n02096437
n01592084,n03394916,n04487081
n07768694,n01910747,n01558993
n03970156,n02835271,n04074963
n02268853,n04550184,n01728572
n02129165,n02087046,n02454379
n03425413,n04005630,n03126707
n02105855,n03124043,n03933933
n02123597,n02509815,n04049303
n02058221,n03623198,n04487081
n02951585,n04125021,n04116512
n03891332,n02109525,n02002556
n12620546,n01945685,n02097209
n02086240,n02107312,n02009229
n02094258,n02138441,n04033901
n03110669,n03841143,n01843383
n03538406,n03045698,n01531178
n02098105,n02105505,n02281787
n03495258,n03874599,n03216828
n02808304,n02403003,n02113978
n03903868,n07714571,n02012849
n02137549,n02948072,n12057211
n04252077,n02442845,n02814533
n02105251,n02536864,n04442312
n03627232,n01910747,n07753275
n07932039,n04428191,n03814639
n03089624,n01774750,n02167151
n03041632,n11939491,n03775071
n02497673,n04200800,n04429376
n04141327,n03769881,n04485082
n07715103,n01914609,n04069434
n02051845,n10148035,n02091467
n04049303,n03584254,n07717410
n06874185,n02927161,n02102318
n07831146,n03125729,n02109961
n02113624,n02777292,n02012849
n04209133,n01494475,n01796340
n02843684,n02110185,n04366367
n03467068,n04039381,n01682714
n02101006,n01775062,n03776460
n02093428,n02101388,n02783161
n07802026,n04065272,n03697007
n04263257,n01737021,n03425413
n03272562,n02860847,n03670208
n03658185,n03868863,n02730930
n03742115,n03944341,n02090622
n02704792,n07693725,n04111531
n07584110,n04579145,n01531178
n04371430,n03394916,n02132136
n02018207,n02114712,n04273569
n02112706,n03803284,n02100877
n02095889,n02094258,n07734744
n02437312,n07693725,n03873416
n02091635,n04485082,n03916031
n03347037,n01774384,n02115913
n03786901,n01983481,n04209133
n03895866,n04310018,n02090622
n02098413,n03445924,n04509417
n03937543,n01955084,n02190166
n04596742,n01443537,n03661043
n02281787,n02321529,n01817953
n06785654,n03594945,n01558993
n02268443,n01694178,n01843383
n04525038,n07836838,n03642806
n03929660,n02101388,n01820546
n07753275,n03218198,n03792972
n04204347,n02165105,n02012849
n03598930,n03854065,n01534433
n03297495,n04258138,n02098413
n03026506,n04542943,n01692333
n03126707,n03935335,n02417914
n02410509,n02504013,n04037443
n01698640,n03599486,n03983396
n02104365,n03891251,n02606052
n03825788,n04254777,n04332243
n02074367,n02125311,n02883205
n02095889,n04040759,n03065424
n01734418,n03857828,n02056570
n07920052,n01984695,n07248320
n01682714,n01796340,n02091635
n02111889,n02108915,n02823750
n03133878,n07753592,n02095314
n04456115,n02486261,n04238763
n02167151,n03729826,n02256656
n03733281,n03961711,n02113023
n01687978,n03706229,n02119789
n02655020,n02095889,n02963159
n03777568,n03623198,n02108422
n02110627,n01855032,n04347754
n03803284,n07753592,n04090263
n02165105,n02231487,n02917067
n07734744,n07565083,n03769881
n07711569,n04311174,n03657121
n02788148,n04367480,n01797886
n02494079,n02025239,n04423845
n04487394,n04254120,n03445777
n02536864,n04350905,n04592741
n03100240,n07742313,n01855672
n02095570,n03770439,n03485407
n03180011,n04465501,n02342885
n03478589,n04505470,n02980441
n02356798,n07753113,n03388183
n02823750,n07734744,n04204238
n03832673,n02445715,n02098105
n01807496,n02100583,n01537544
n04204238,n03042490,n02268443
n04461696,n02090379,n02105056
n07718747,n01773157,n02447366
n06785654,n03721384,n02092002
n02058221,n07614500,n02106382
n04461696,n02090379,n03657121
n03954731,n03000684,n04560804
n03131574,n07590611,n03602883
n02115913,n04553703,n04366367
n13037406,n01883070,n02114367
n02107683,n04152593,n02494079
n02788148,n04501370,n02009229
n04069434,n04398044,n02437312
n04350905,n02422699,n04404412
n03920288,n02860847,n04008634
n02843684,n02835271,n03062245
n04049303,n07695742,n02108422
n04251144,n02403003,n01616318
n02095570,n02134084,n02168699
n03721384,n02536864,n04252225
n09421951,n02966193,n04270147
n04090263,n04404412,n04086273
n03344393,n01695060,n03207743
n04131690,n04263257,n02979186
n07697537,n01955084,n01531178
n02129165,n03759954,n01855672
n07932039,n04548362,n02106030
n02939185,n02110958,n03877845
n02106030,n04133789,n03776460
n02486410,n02966193,n03032252
n02088364,n02111129,n04579432
n01756291,n01945685,n07579787
n02797295,n03000134,n04591713
n03000684,n03877472,n02097047
n01560419,n03188531,n02950826
n01820546,n02105505,n04367480
n04355933,n03710637,n02895154
n09256479,n03047690,n04429376
n03355925,n04039381,n02105251
n03676483,n04517823,n02444819
n03207743,n04328186,n02105251
n03690938,n12998815,n04004767
n02363005,n04039381,n03876231
n01968897,n04371774,n02701002
n02640242,n04458633,n04355338
n03733281,n02102973,n02108089
n02403003,n04462240,n04604644
n02097298,n02480495,n06874185
n03930313,n04081281,n02667093
n01819313,n02111889,n01484850
n04350905,n02091032,n03764736
n01930112,n06785654,n02457408
n01882714,n04336792,n03902125
n02444819,n02027492,n03642806
n03384352,n02815834,n04141327
n07802026,n03000134,n02086910
n03814639,n13037406,n04243546
n04033901,n07695742,n02096294
n03956157,n02319095,n02033041
n04597913,n03483316,n04347754
n03447721,n01665541,n04523525
n02074367,n02259212,n07753275
n02115913,n03866082,n03871628
n01843065,n02110958,n04277352
n01669191,n04325704,n04332243
n02514041,n03599486,n03602883
n01914609,n02102973,n01558993
n02097209,n02134418,n02643566
n04370456,n03787032,n04486054
n03492542,n04325704,n02097474
n03637318,n01688243,n04033901
n01784675,n03868863,n02489166
n03538406,n03874599,n04435653
n04554684,n13052670,n01930112
n03384352,n01693334,n03590841
n12144580,n02091032,n01751748
n02389026,n07754684,n04120489
n02514041,n02085782,n02877765
n02109047,n02107574,n03733805
n03417042,n01632777,n02099712
n03259280,n04192698,n02666196
n03179701,n02782093,n07720875
n01877812,n01729977,n04049303
n02098105,n02105505,n02114548
n07892512,n03494278,n02099429
n03207941,n01601694,n04599235
n03920288,n04127249,n09288635
n04258138,n02398521,n04154565
n04243546,n02488291,n02012849
n02747177,n01687978,n02777292
n03983396,n03478589,n02988304
n04044716,n02403003,n02106030
n01592084,n03804744,n02814533
n02091831,n03666591,n03776460
n03944341,n02108551,n03344393
n04111531,n12985857,n02013706
n03838899,n03627232,n04476259
n04090263,n03666591,n02094433
n03197337,n03314780,n02056570
n04548362,n04263257,n03527444
n03443371,n02120505,n02106030
n04041544,n01739381,n03538406
n02100236,n06359193,n03345487
n03720891,n02782093,n01514859
n03980874,n03775546,n01622779
n02514041,n04136333,n03485794
n03887697,n04443257,n02840245
n03866082,n04376876,n04118776
n13054560,n03982430,n02090622
n04357314,n02123159,n03216828
n02100236,n03992509,n03670208
n02536864,n01990800,n04069434
n12998815,n03691459,n04049303
n02422106,n01440764,n03014705
n03494278,n04146614,n03075370
n02483708,n10148035,n03485794
n04136333,n12768682,n03854065
n02165456,n02865351,n03661043
n02536864,n01677366,n03877845
n01828970,n01968897,n03133878
n03529860,n04548362,n01860187
n04311174,n03854065,n02018795
n01774750,n03016953,n01855672
n13054560,n04536866,n07860988
n03133878,n03980874,n02114855
n03980874,n02113624,n03662601
n04456115,n01582220,n03187595
n02105162,n01945685,n02099601
n04525038,n01695060,n03457902
n01560419,n03724870,n03983396
n04429376,n04589890,n03838899
n01728920,n01729977,n02088094
n02007558,n03627232,n06794110
n07716358,n03874599,n04136333
n02091635,n04487394,n03457902
n04389033,n02965783,n03938244
n03967562,n01753488,n02480495
n03017168,n02403003,n02909870
n02108422,n02105505,n03877845
n01692333,n02102973,n03930630
n03400231,n07590611,n02017213
n02229544,n02480495,n02870880
n01873310,n01729977,n04252225
n02101006,n01693334,n03457902
n07583066,n01985128,n01776313
n02093991,n04501370,n03924679
n03445777,n04606251,n09421951
n02916936,n02317335,n02641379
n02099601,n02112137,n07930864
n03982430,n04525038,n03661043
n03272010,n04041544,n03777568
n04487394,n04325704,n02168699
n01829413,n02089867,n04033901
n07753113,n01855032,n02493509
n03478589,n01945685,n02268853
n02410509,n07714990,n03877845
n02676566,n02094258,n04599235
n02326432,n01694178,n04548280
n02112137,n01631663,n02980441
n03127747,n03179701,n02823750
n02095889,n04376876,n02087394
n01843065,n03666591,n03109150
n04355933,n02403003,n02119789
n03425413,n04483307,n03126707
n03584254,n13040303,n02437312
n04286575,n01910747,n01728572
n01694178,n01910747,n02105056
n02109525,n04200800,n15075141
n02692877,n02504013,n02112706
n01968897,n03131574,n02100877
n03793489,n01882714,n01682714
n03026506,n02965783,n02120079
n03832673,n03781244,n04259630
n03814639,n13037406,n03947888
n01773549,n01774384,n04049303
n02088364,n07831146,n07684084
n02128385,n01737021,n02708093
n07875152,n02011460,n04037443
n02096437,n02100735,n04355338
n02787622,n03325584,n15075141
n04201297,n03026506,n04136333
n02089867,n10565667,n03223299
n01883070,n02802426,n02119789
n02403003,n04517823,n07802026
n03884397,n02321529,n02391049
n03595614,n03840681,n02097209
n02948072,n03837869,n12144580
n03899768,n04285008,n02119022
n01697457,n01877812,n09332890
n02487347,n02776631,n02027492
n01770393,n02804610,n01667778
n02104029,n01753488,n04429376
n02966193,n03047690,n04613696
n02113799,n01694178,n04557648
n04357314,n03627232,n01558993
n02002724,n02111129,n02814533
n03255030,n01689811,n02117135
n01728920,n04200800,n02980441
n07880968,n07579787,n02492035
n02356798,n02526121,n06794110
n02437616,n02101006,n03393912
n02488291,n03445924,n03877845
n02125311,n02114548,n04380533
n07875152,n02488291,n03776460
n03216828,n02859443,n03838899
n02091635,n01582220,n02690373
n01843383,n03785016,n03461385
n03776460,n02950826,n03724870
n02095314,n01855032,n03720891
n02391049,n02999410,n02281787
n02871525,n03529860,n04277352
n02442845,n02422106,n02113799
n04273569,n02667093,n02483362
n02137549,n02488702,n04037443
n02017213,n02484975,n01531178
n02110185,n03482405,n03670208
n01910747,n01496331,n03877845
n03065424,n07715103,n01641577
n03065424,n02669723,n03670208
n02536864,n02025239,n03720891
n02799071,n03372029,n02107574
n03733805,n02108551,n02099601
n03062245,n01784675,n02114712
n02488291,n12768682,n02276258
n03461385,n04404412,n01514668
n02085620,n02087046,n04344873
n03018349,n04152593,n02096585
n03297495,n07715103,n02640242
n04485082,n04517823,n03201208
n01440764,n03045698,n04258138
n01644900,n03394916,n02916936
n02099601,n01914609,n07930864
n02859443,n01622779,n03617480
n04355933,n03888605,n02676566
n02104029,n04525305,n04443257
n03197337,n02109961,n02093428
n03047690,n02769748,n01855672
n02127052,n03666591,n04417672
n02100583,n02892767,n04532670
n03000684,n03220513,n02107683
n03680355,n01687978,n04037443
n02484975,n02395406,n03776460
n02094114,n07892512,n04328186
n04252077,n01910747,n02009229
n01820546,n04507155,n02114548
n01531178,n02264363,n03690938
n03355925,n04252077,n01537544
n04264628,n01924916,n01847000
n03670208,n03930313,n03775071
n04493381,n01986214,n04111531
n03133878,n04591713,n03796401
n09428293,n02280649,n01950731
n02974003,n03803284,n02672831
n02917067,n02114712,n03776460
n10148035,n02487347,n03297495
n03814906,n02808440,n03733805
n02643566,n01983481,n02606052
n03179701,n09256479,n04252225
n03494278,n07871810,n04604644
n04336792,n04493381,n07753275
n02105251,n01687978,n03770679
n03544143,n02727426,n02027492
n01910747,n03042490,n02009229
n03720891,n03478589,n07747607
n04005630,n07873807,n09288635
n04392985,n02123597,n09332890
n02132136,n13054560,n03776460
n03498962,n13040303,n01734418
n02834397,n02321529,n02112706
n01740131,n07753592,n02097474
n02814533,n09472597,n03854065
n04254120,n02804610,n04505470
n03400231,n03908618,n04604644
n07615774,n02480495,n03223299
n04019541,n02487347,n02129604
n07753592,n02108089,n02012849
n03110669,n02165105,n02093256
n02788148,n04208210,n04263257
n02870880,n06785654,n01491361
n02119789,n02098413,n03216828
n03937543,n03459775,n04111531
n03424325,n03291819,n03902125
n02226429,n07831146,n04033995
n03110669,n02666196,n02090622
n03998194,n02808304,n02033041
n04409515,n04522168,n02606052
n04111531,n03220513,n02951585
n01622779,n01950731,n01531178
n03065424,n04336792,n04033901
n03692522,n13044778,n03720891
n02167151,n04067472,n03895866
n02276258,n04153751,n04116512
n02096437,n03459775,n03297495
n02916936,n07717556,n04049303
n02490219,n02101388,n02120505
n02326432,n04479046,n03991062
n02088364,n02177972,n09332890
n02105641,n01664065,n04252225
n03887697,n04201297,n03838899
n01978455,n01695060,n04417672
n02701002,n02906734,n02794156
n02892201,n03676483,n01843065
n03207743,n02105641,n03444034
n01687978,n03676483,n04090263
n15075141,n02085936,n02490219
n01980166,n02097658,n04286575
n02002724,n03710721,n04423845
n03776460,n03733131,n03991062
n02093647,n02480855,n03532672
n02110063,n04127249,n03657121
n02097209,n02256656,n02493509
n03376595,n01945685,n04259630
n02870880,n03032252,n03944341
n02672831,n07718747,n04330267
n03388183,n04229816,n03777568
n03773504,n04099969,n04136333
n03062245,n04330267,n03877845
n02999410,n02090379,n04004767
n02815834,n03724870,n03272562
n03095699,n12998815,n07892512
n03666591,n04597913,n03717622
n02490219,n01986214,n07579787
n01689811,n02123159,n02917067
n09256479,n02607072,n02117135
n04141076,n02090379,n03494278
n02483362,n02410509,n03492542
n02823428,n02105251,n02099712
n02113023,n04116512,n02114367
n02484975,n02089973,n03075370
n04428191,n04200800,n02096585
n03637318,n03868863,n04553703
n01924916,n03160309,n02113023
n03047690,n01914609,n03065424
n03792972,n04461696,n02492660
n02504458,n02128925,n02808440
n03887697,n03794056,n04507155
n02093256,n02101388,n04005630
n02088364,n02104365,n04552348
n07880968,n03710637,n02099429
n03208938,n02808304,n02802426
n07871810,n07590611,n02097209
n03770679,n02102973,n01531178
n02979186,n04517823,n02114548
n01704323,n02447366,n04049303
n04548362,n02088238,n02454379
n03838899,n03868863,n01798484
n03623198,n03874599,n01797886
n02094258,n02089867,n02699494
n04310018,n02077923,n02834397
n03216828,n04347754,n04476259
n02105251,n03724870,n04389033
n02123394,n02981792,n04461696
n03000134,n02871525,n02091467
n07920052,n02422106,n02096437
n03337140,n03958227,n02802426
n01667778,n01494475,n02119022
n03976657,n03837869,n04209239
n04417672,n07565083,n12144580
n01739381,n03854065,n04008634
n04037443,n03160309,n04332243
n03393912,n07720875,n01622779
n06874185,n02699494,n03729826
n04238763,n03947888,n03670208
